author,date,quote,id
"""Serge, discussing his Minecraft skills before immediately falling off a build""",2018-09-24,"""""""There's a lot of room for improvement, here.""""""",77
Serge,2018-09-24,"""""""I'M THE GREATEST MINECRAFT PLAYER ALIVE!""""""",78
"""Serge, discussing the volcano build in a moment of oblivious and ironic foreshadowing""",2018-09-24,"""""""I don't want to live here forever.""""""",79
Serge,2018-09-25,"""""""The scope creep is REAL, friends.""""""",80
Serge,2018-25-09,"""""""I have a magic presence.""""""",81
Serge,2018-09-25,"""""""Obviously, that's not SUPPOSED to be a pun...""""""",82
Serge,2018-25-09,"""""""Well it was a lot like four fishes kissing.""""""",83
Jo,2018-25-09,"""""""Everyone gets a name!""""""",84
Jo,2018-25-09,"""""""It's hard to walk against the sea of chickens.""""""",85
Serge,2018-25-09,"""""""We always make it pretty.""""""",86
Serge,2018-09-25,"""""""That's a free range jungle-chicken!""""""",87
Serge,2018-09-29,"""""""JEEEBEJEBEBE. It scared me. That's why I made that noise.""""""",88
Serge,2018-09-26,"""""""Classic James. Big cheats Turner, we like to call him.""""""",89
Serge,2018-09-26,"""""""Yeah but JoeKim, you're a monster.""""""",90
Serge,2018-09-26,"""""""I'm not caving. We found diamonds! Totally Worth it! This is why we CAVE!""""""",91
Serge,2015-27-09,"""""""Come down for the great new sound, that XP Tinkle!""""""",92
Serge,2018-27-09,"""""""No! I have to fix my potato!""""""",93
Serge,2018-27-09,"""""""They definitely can't spawn within us.""""""",94
Serge,2018-27-09,"""""""I didn't mean to set Jo on fire.""""""",95
Serge,2018-09-27,"""""""We have to go pull dirt out of James.""""""",96
Serge,2018-09-27,"""""""That means another thing wound up inside of James.""""""",97
Serge,2018-09-27,"""""""Darkness! I love darkness!""""""",98
Serge,2018-09-27,"""""""Do we have enough podzol up here? I don't think we have enough podzol. Podzol.""""""",99
Serge,2018-09-27,"""""""...heck.""""""",100
Serge,2018-09-27,"""""""Alright, let's head to our kanban board!""""""",101
Serge,2018-27-09,"""""""She's also covered the teeth in cats.""""""",102
Serge,2018-27-09,"""""""Our nerd box is going to be so Happy!""""""",103
Serge,2018-09-27,"""""""All I have is the ability to ruin redstone.""""""",104
Ben,2018-09-28,"""""""I mean I trust it, it kicked down a fence for us!""""""",105
Serge,2018-09-28,"""""""I don't read!""""""",106
Serge,2018-09-28,"""""""I'm a big BURLY PIGEON!""""""",107
Ben,2018-09-28,"""""""I'll take care of you buddy, you can stay inside me if you want.""""""",108
Serge,2018-09-28,"""""""I remember when I was a boy, playin' the ol' pushy-tube.""""""",109
Serge,2018-09-28,"""""""Classic Evil JoeKim.""""""",110
JoeKim,2018-09-28,"""""""I am not a Sociopath!""""""",111
Serge,2018-09-28,"""""""I love that we're talking about managing turkey-aggro""""""",112
Serge,2018-09-28,"""""""Bosses always have three forms, the Turkey is coming back!""""""",113
Ben,2018-09-28,"""""""Alright, I need you to trust me...."""" *dies immediately*""",114
Ben,2018-09-28,"""""""Oh no! I got Butter Chicken all over my crotch!"""" -Serge, """"Rub it in""""""",115
Serge,2018-09-28,"""""""Here comes ol' Butter Chicken-Crotch.""""""",116
Serge,2018-09-28,"""""""My name is James, and I get to tell people what to do.""""""",117
Serge,2018-09-28,"""""""Did you ever play with electrical fences as a kid?""""""",118
Serge,2018-10-01,"""""""Clean *and* symmetrical? My two favourite words!""""""",119
Serge,2018-10-01,"""""""That's not a huge fire. At *best* that's a medium fire.""""""",120
Serge,2018-10-01,"""""""I always refer to myself as 'The Player.'""""""",121
Serge,2018-10-01,"""""""Why cut corners, right?""""""",122
Serge,2018-10-02,"""""""No, babies don't have drops....which is completely FINE.""""""",123
Serge,2018-10-02,"""""""Sweetie can you sleep so I don't die?""""""",124
Serge,2018-10-02,"""""""Not hanging out with this weird shirtless dishes human!""""""",125
Serge,2018-10-02,"""""""Wait a second... why is this potato SIDEWAYS?""""""",126
Serge,2018-10-02,"""""""I didn't realize my mods looked up to me like some kind of monarch. A fair and just streamer.""""""",127
Serge,2018-10-02,"""""""That solid black wall is squirming""""""",128
Serge,2018-10-02,"""""""That's too many fish!""""""",129
Serge,2018-10-02,"""""""Kelp is the nerdpole of the sea.""""""",130
Serge,2018-10-02,*Delighted Vaguely Serge-y Noises*,131
Serge,2018-10-03,"""""""Carpets aren't real.""""""",132
Serge,2018-10-03,"""""""The lewd tunnel is lewd.""""""",133
Serge,2018-10-03,"""""""This is so cute! Oh no, there's a creeper! Awkward!""""""",134
Serge,2018-10-03,"""""""Oh, right! The SPIDERS!""""""",135
Serge,2018-10-03,"""""""No spiders in the bedroom.""""""",136
Serge,2018-10-03,"""""""I think one of the issues we've had recently with the kanban board is it hasn't been large enough.""""""",137
Serge,2018-10-03,"""""""I'm living the Millennial dream: I'm working more and making less!""""""",138
Serge,2018-10-03,"""""""I think we have to lower everything by one.""""""",139
Serge,2018-10-03,"""""""I forgot that we have INFINITE resources.""""""",140
Serge,2018-10-03,"""""""I think I have to smash some bones.""""""",141
Serge,2018-10-04,"""""""Yay! I needed that Chat Validation.""""""",142
Serge,2018-10-04,"""""""Oofa. What have I done!?""""""",143
Serge's Neck,2018-10-04,*CRACK CRACK CRACK*,144
Serge,2018-10-04,"""""""All I know how to do is style.""""""",145
Serge,2018-10-04,"""""""We stand in our meditation pool, and we just stare at our Kanban board...""""""",146
Serge,2018-10-04,"""""""Good. I was feeling like we had too many resources, friends.""""""",147
Serge,2018-10-04,"""""""Turns out I am not an oil-patch kind of human.""""""",148
Ben,2018-10-05,"""""""Because I'm a Big Thicc Adult!""""""",149
Serge,2018-10-05,"""""""No! NO this is mine! Ya BUTTS!""""""",150
James,2018-10-05,"""""""Will the Big Toad be even able to feel the Toad Tip?""""""",151
Serge,2018-10-05,"""""""Wait. What if it's a GOOD explosion? What if it...explodes stars...all over us.""""""",152
Julie,2018-10-05,"""""""Serge is the Working Class.""""""",153
Graham,2018-10-06,"""""""It's okay, Serge LOVES to vacuum.""""""",154
Graham,2018-10-06,"""""""This is all of our brains diluted! This is as smart as we get!"""" -Serge, """"...Did you mean...CONCENTRATED.""""""",155
Serge,2018-10-08,"""""""Thanks for letting me know there were problems with my face Chat!""""""",156
Serge,2018-10-08,"""""""Why are days so short in this game? Don't they know I have things to do?""""""",157
JoeKim,2018-10-08,"""""""Every time you stop counting mid-sentence, I know you made a goof, and I just laugh to myself.""""""",158
Serge,2018-10-08,"""""""I'm known for my impeccable Poker Face.""""""",159
Serge,2018-10-08,"""""""Why is JoeKim so clever, chat? Why is JoeKim so clever?""""""",160
Serge,2018-10-08,"""""""I'm going to stop cheating now.""""""",161
Serge,2018-10-09,"""""""I need an ADULT! Eggplant!""""""",162
Serge,2018-10-09,"""""""I don't have time to READ! What do you think this is, a library?""""""",163
Serge,2018-10-09,"""""""That is what they call me, Sick Grindy Yager!""""""",164
Serge,2018-10-09,"""""""I'm a God!""""""",165
Serge,2018-10-09,"""""""Ice, Ice....Baby.""""""",166
Serge,2018-10-09,"""""""Hopper time! (Woah-oh-oh...)""""""",167
Serge,2018-10-09,"""""""Don't tell Jo.""""""",168
Serge,2018-10-09,"""""""Oh no. Why do we have a 'Don't tell Jo' quote? Dammit.""""""",169
Serge,2018-10-10,"""""""Uh oh! The podzol! The podzol is dangerous!""""""",170
Serge,2018-10-10,"""""""Not everything we do results in some type of comical failure...""""""",171
Serge,2018-10-10,"""""""This was our concrete corner.""""""",172
Serge,2018-10-10,"""""""...I think I have to drop this whole thing down two blocks. Euueughuh...""""""",173
Serge,2018-10-10,"""""""Will we ever learn? Nah!""""""",174
Serge,2018-10-10,"""""""Man, now we sound like *real* condo developers. 'Yeah, that nature's gonna have to go...'""""""",175
Serge,2018-10-10,"""""""I'm making this too small, friends. I'm making this *way* too small. I should bring this out another three blocks...""""""",176
Serge,2018-10-10,"""""""We'll figure out what we want to do with this tube after.""""""",177
Serge,2018-10-10,"""""""I might just have to smash that melon...""""""",178
Serge,2018-10-10,*Double Face-Palm*,179
Serge,2018-10-10,"""""""It was so simple it kind of made me upset.""""""",180
Serge,2018-10-10,"""""""It's okay... there's no occupational health and safety here in Minecraft Land.""""""",181
Serge,2018-10-10,"""""""I will find a use for polished diorite some day.""""""",182
Serge to himself,2018-10-10,"""""""They haven't been turned into boxes yet Serge.""""""",183
Serge,2018-10-10,"""""""What are we, peasants?""""""",184
Serge,2018-10-10,"""""""We found ourselves a magical little space egg that's going to take us home.""""""",185
Serge,2018-10-10,"""""""We did it chat. We did the meme thing.""""""",186
Serge,2018-10-11,"""""""Ha! Haha! You live *today*, cow friends...""""""",187
Serge,2018-10-11,"""""""Where are my pickles at?""""""",188
Serge,2018-10-11,*Resigned Sigh*,189
Serge,2018-10-11,"""""""I've never streamed Magic before.""""""",190
Serge,2018-10-11,"""""""It's not good, but it's also not great...""""""",191
Serge,2018-10-11,"""""""Why didn't I block the unicorn?!""""""",192
Serge,2018-10-12,"""""""Wow! I *totally* speak sheep!""""""",193
Serge,2018-10-12,"""""""Adam, you should put the bucket on your head.""""""",194
Serge,2018-10-12,"""""""Oh, god, I could eat my first corpse!""""""",195
Serge,2018-10-12,"""""""Look, if I'm not able to judge dragon people for looking the same, don't judge elves for being cannibals.""""""",196
Adam,2018-10-12,"""""""I got PRINCIPLES, SERGE!""""""",197
Ben,2018-10-12,"""""""Yo, look at this dwarf! He has a hat!""""""",198
Serge,2018-10-12,"""""""I'm very disappointed that the dog won't just tell me who did the murder.""""""",199
Serge,2018-10-12,"""""""Listen to the sea, Ben. Become one with the sea!""""""",200
"""Serge, the clean shaven boi""",2018-10-12,"""""""Burn my beard....that's a good saying!""""""",201
Adam,2018-10-12,"""""""I just hacked this elf; I'm in!""""""",202
Ben,2018-10-12,"""""""He's gettin' some primo crotch-sniffin' in here...""""""",203
Serge,2018-10-12,"""""""Alright! Everybody ready for me to commit some cannibalism in here?!""""""",204
Serge,2018-10-12,"""""""Yay! My first cannibalism!""""""",205
Serge,2018-10-12,"""""""Ah, yes. Death. My only weakness.""""""",206
Serge,2018-10-12,"""""""You can't die on the tutorial level. It's fine. ...uh-oh.""""""",207
Serge,2018-10-12,"""""""Let it be known, for the record, that Adam and Ben are MONSTERS.""""""",208
Serge,2018-10-12,"""""""Before we murder this random stranger, can we take a quick break? I really need to use the washroom...""""""",209
Serge,2018-10-12,"""""""I am Serge, animal friend, eater of people!""""""",210
Serge,2018-10-12,"""""""Look, the kid started it, okay!?""""""",211
Ben,2018-10-12,"""""""We've established at the beginning that Serge is kind of a murder hobo""""""",212
Adam,2018-10-12,"""""""Eh. I just let it happen cause it was kinda funny.""""""",213
Serge,2018-10-12,"""""""Aw, my skirt is gone! Now I'm wearing pants!?""""""",214
Serge,2018-10-12,"""""""Oh, I'm a *god*!""""""",215
Serge,2018-10-12,"""""""Put your bucket back on!""""""",216
Ben,2018-10-12,"""""""So uhhh...."""" *Crossbow Twang*""",217
Serge,2018-10-12,"""""""I have to go cry slash pee. But mostly just cry.""""""",218
Serge,2018-10-12,"""""""What is with people and just *touching* faces?""""""",219
Serge,2018-10-12,"""""""Go! Go, my sweet meat popsicles! Give them hell!""""""",220
Adam,2018-10-14,"""""""Bones for the Bone Throne!""""""",221
Serge,2018-10-15,"""""""Hold up, hold up, hold up, hold up... no, we need to move the whole thing.""""""",222
Serge,2018-10-15,"""""""Oh, JoeKim, you're *so* smart!""""""",223
Serge,2018-10-15,"""""""I fixed it."""" -JoeKim, *SILENCE*""",224
Serge,2018-10-15,"""""""Thank you JoeKim, for Fixing my shame.""""""",225
JoeKim,2018-10-15,"""""""Suffer!""""""",226
JoeKim,2018-10-15,"""""""Squeak.""""""",227
Serge,2018-10-15,"""""""How did we accrue 4 falls in 30 seconds? Because I'm a PRO Minecraft Player!""""""",228
Serge,2018-10-15,"""""""JoeKim just takes such good care of me, chat.""""""",229
JoeKim,2018-10-15,"""""""[CENSORED]""""""",230
Serge,2018-10-15,"""""""Eff symmetry!""""""",231
Serge,2018-10-16,"""""""The scope seems to be increasing *slightly*, here...""""""",232
Serge,2018-10-16,"""""""Half. Half. Half. Half. Half. Half.""""""",233
Serge,2018-10-16,"""""""And JoeKim is a friend of mine...I think.""""""",234
Serge,2018-10-16,"""""""Are you Spider-Man?""""""",235
Serge,2018-10-16,"""""""It's small, it's angry, and it has booties!""""""",236
Serge,2018-10-17,"""""""Behold! The power of automation!""""""",238
Serge,2018-10-17,"""""""Math was a mistake""""""",239
Serge,2018-10-17,"""""""...that's not how a furnace works! Where's the *furnace* in this!?""""""",240
Serge,2018-10-17,"""""""Curses.""""""",241
JoeKim,2018-10-17,"""""""Uhhh....yes? Yes.""""""",242
"""Serge, to JoeKim""",2018-10-17,"""""""I just threw a stack of blocks I wanted to KEEP because that Joke was SO BAD.""""""",243
Serge,2018-10-17,"""""""It is OBVIOUS that JP is some kind of GENIUS!""""""",244
JoeKim,2018-10-17,"""""""...Because you ENJOY scope creep.""""""",245
Serge,2018-10-17,"""""""Everything is fine. Everything is fine. We *don't* need to burn the server down.""""""",246
"""Serge, after absolutely not nailing it in one""",2018-10-17,"""""""*Basically* nailed it in one.""""""",247
Serge,2018-10-17,"""""""Now we're flooding a bit... good, good, perfect...""""""",248
Serge,2018-10-17,"""""""Sure. I gave that sign 'The D.' Why not?""""""",249
Serge,2018-10-17,"""""""Catch fire, please. I mean that in the kindest way possible.""""""",250
Serge,2018-10-17,"""""""Hi, friend! Welcome to the deck!""""""",251
Serge,2018-10-17,"""""""We call that the 'ol 'Kansas City Shuffle.'""""""",252
Serge,2018-10-17,"""""""Give 'im da beef!""""""",253
Serge,2018-10-17,"""""""It feels... it feels... interesting.""""""",254
Serge,2018-10-18,"""""""I took my pants off.""""""",255
Serge,2018-10-18,"""""""New Record...Shoot!""""""",256
Serge,2018-10-18,"""""""Almost *certainly* something is going to flow into James.""""""",257
Serge,2018-10-18,"""""""One of the cats is just sitting on top of James' mouth, and he won't open up!""""""",258
Serge,2018-10-18,"""""""All of this kelp is going to flow into James.""""""",259
JoeKim,2018-10-18,"""""""How do you clean James out? That sounds like a pain in the butt.""""""",260
Serge,2018-10-18,"""""""Our base is haunted. That's what it has to be, right? *Spoops*!""""""",261
Serge,2018-10-18,"""""""Please save me from myself.""""""",262
Serge,2018-10-18,"""""""We are needlessly wasteful, and I *love* it!""""""",263
Serge,2018-10-18,"""""""Oofa! What have we done!?""""""",264
Serge,2018-10-19,"""""""Are you smoochin robots?"""" -Ben, """"You. Can't. Prove. A. Damn. Thing.""""""",265
Serge,2018-10-19,"""""""I name everything Kevin."""" -Ben, """"I name everything TOOTHY!""""""",266
Serge,2018-10-19,"""""""I fell! I'm under the boat! And Toothy Kevin is giving it to me!""""""",267
Serge,2018-10-19,"""""""Ooh! What a wee little fish-friend. *GET IN ME.* Uh... I mean...""""""",268
Serge,2018-10-19,"""""""Let me eat this potato and think about my life choices.""""""",269
Ben,2018-10-19,"""""""...I just ate *all* of our raw shark meat. *I'm so sorry*!""""""",270
Ben,2018-10-19,"""""""I do it for the may-mays.""""""",271
Serge,2018-10-19,"""""""Hey-o! You get it, it's joke!""""""",272
Serge,2018-10-19,"""""""I'm a hungry boy. Imma eat some potatoes.""""""",273
Serge,2018-10-19,"""""""Focus on that *WOOD.*""""""",274
Serge,2018-10-19,"""""""Good job, little wood friend!""""""",275
Serge,2018-10-19,"""""""We have our first clerked blerg!""""""",276
Serge,2018-10-19,"""""""Dude, Kevin's a dick.""""""",277
Foxmar320,2018-10-22,"""""""Don't worry about it.""""""",278
Serge,2018-10-22,"""""""I may have spoken in haste in a moment of panic, and I apologize.""""""",279
JoeKim,2018-10-22,"""""""Yeah...we don't need to JoeKim this.""""""",280
Serge,2018-10-22,"""""""You might have Wall Zombies if you're..irritable.""""""",281
Serge,2018-10-22,"""""""Uh oh, Everything is fine.""""""",282
Serge,2018-10-22,"""""""We're not just getting rid of Mitch... *right away*.""""""",283
Serge,2018-10-22,"""""""Would they just walk in and straight donnybrook them?""""""",284
Serge,2018-10-22,"""""""This whole stream is built upon a bed of lies.""""""",285
Serge,2018-10-22,"""""""This is a bad idea and I love it!""""""",286
Serge,2018-10-22,"""""""I don't need firebreathing potions, I can just turn the lava off!""""""",287
Serge,2018-10-22,"""""""I just want to be in that hole!""""""",288
Serge sadly,2018-10-22,"""""""I can't burn these.""""""",289
Serge,2018-10-22,"""""""I'm not wrong, it's the children who are wrong.""""""",290
Serge,2018-10-22,"""""""Maybe I *can't* afford to be needlessly wasteful!""""""",291
"""Serge, as he builds a grow-op""",2018-10-22,"""""""Look chat! I feel like I'm growing as a person!""""""",292
Serge,2018-10-22,"""""""Apparently the cat boops me every time I squeak.""""""",293
Serge,2018-10-22,"""""""I laugh at danger! Ha! No... last time I laughed at danger, I exploded. The hubris is real.""""""",294
Serge,2018-10-22,"""""""Oh my god... the pressure plates! NOOOoooOOOooo!!!""""""",295
Serge,2018-10-23,"""""""...and you accuse *me* of hubris!?""""""",296
Serge,2018-10-23,"""""""That was a bad idea! That was a bad idea and we *didn't die*!""""""",297
Serge,2018-10-23,"""""""I'm not proud of what happened, chat. I'm just explaining.""""""",298
Serge,2018-10-23,"""""""...this fish was Serge.""""""",299
Serge,2018-10-23,"""""""What'll be quote three hundred? I have no idea.""""""",300
Serge,2018-10-24,"""""""Sorry, friends... we've beaten Minecraft.""""""",301
Serge,2018-10-24,"""""""I *actually* clenched.""""""",302
Serge,2018-10-24,"""""""How *dare* you, Arclight_Dynamo!?""""""",303
Serge,2018-10-24,"""""""That skeleton is a pro Widowmaker!""""""",304
Serge,2018-10-24,"""*Blinks* *Blinks* *Thinks* """"Siiigh...""""""",305
Serge,2018-10-24,"""""""Kitty!? I love you!""""""",306
Serge,2018-10-24,"""""""We have our big dumb idiot before they get their big dumb idiot.""""""",307
Serge,2018-10-24,"""""""Why is their deck better than ours!?""""""",308
Serge,2018-10-25,"""""""We're out of trains.""""""",309
Serge,2018-10-29,"""""""I forgot that Boros has haste creatures!""""""",310
Serge,2018-10-29,"""""""The dream of greedy Izzet is dead. Long live Greedy Izzet!""""""",311
Serge,2018-10-29,"""""""Oh no, a bird! How do we kill a bird!?""""""",312
Serge,2018-10-29,"""""""I think our clock is bigger than their clock. ...that almost came out lewd, pardon me!""""""",313
Serge,2018-10-30,"""""""These peasants and their demands for good conditions.""""""",314
Serge,2018-10-30,"""""""Damn it! All our Wiggins died.""""""",315
Serge,2018-10-31,"""""""You want food? You're lucky we're even providing you a place to live 'happily'!""""""",316
Serge,2018-10-31,"""""""Dance! Dance for me Lamb!""""""",317
Serge,2018-10-31,"""""""Lucy just wants to embrace all of her new friends in Fire.""""""",318
Serge,2018-10-31,"""""""No! No! No! Don't be on fire!""""""",319
Serge,2018-10-31,"""""""The peasants *dare* complain!?""""""",320
Serge,2018-10-31,"""""""Chat, help; I couldn't pronounce words.""""""",321
Serge,2018-10-31,"""""""Our Wiggins over-committed butts. Classic.""""""",322
Serge,2018-10-31,"""""""Ooh, 666... an auspicious number on today, our day of the beast.""""""",323
Serge,2018-10-31,"""""""Finally! A mayor that does something!""""""",324
Serge,2018-10-31,"""""""It is what it is.""""""",325
Serge,2018-11-01,"""""""We will remember them! ...whatever their name was.""""""",326
Serge,2018-11-01,"""""""I'm a silly boy.""""""",327
Serge,2018-11-01,"""""""Remember the oil, friends!""""""",328
Serge,2018-11-02,"""""""I'm just going to walk away with this catfish and not ask any questions.""""""",329
Serge,2018-11-02,"""""""I'm going to smooch this fish one more time. I love you, fish.""""""",330
Serge,2018-11-02,"""""""I'm Fortnitin'!""""""",331
Ben,2018-11-02,"""""""Hahaha! It's so *long*!""""""",332
Serge,2018-11-02,"""""""Want to come up and sleep with me?""""""",333
Serge,2018-11-02,"""""""Get out of here ya Butt... !!!! YOU SHOT ME, BEN! AGAIN!""""""",334
Serge,2018-11-05,"""""""Luckily, I've gotten good at Minecraft...""""""",335
Serge,2018-11-05,"""""""Ca-caw! ...I don't know why I made a bird noise.""""""",336
Serge,2018-11-05,"""""""And now it's time to spell the words 'Desert Bus.'""""""",337
Serge,2018-11-05,"""""""Hold on... I get to *slab* something? Let me at it! Haha! Whooo!""""""",338
Serge,2011-11-06,"""""""I can't belive just how many times it took us to count to eleven.""""""",339
Serge,2018-11-06,"""""""This is such a needlessly complicated farm.""""""",340
Serge,2018-11-06,"""""""We can absolutely just cram this thing full of bones.""""""",341
Serge,2018-11-06,"""""""Why aren't you working...? OH GOD IT'S WORKING!""""""",342
Serge,2018-11-06,"""""""We'll fix it later.""""""",343
Serge,2018-11-06,"""""""You *have* to talk smack, Sarah. 'Tis the spirit of Desert Bus!""""""",344
Serge,2018-11-06,"""""""I'm gonna be honest, chat... I didn't actually test this.""""""",345
Serge,2018-11-06,"""""""That's a bad sign. I really should have counted... I guess?""""""",346
Serge,2018-11-06,"""""""Are all of the quotes just me being really sad?""""""",347
Serge,2018-11-06,"""""""Eighteen plus eighteen is thirty-six. That's how math works!""""""",348
Serge,2018-11-06,*Sobbing into concrete*,349
Serge,2018-11-06,"""""""Ah, what's the worst that could happen?""""""",351
Serge,2018-11-07,"""""""Aw, I don't have my butts!""""""",352
Serge,2018-11-07,"""""""What the...? Why'd I just fall in the sea?""""""",353
Serge,2018-11-07,"""""""That's a boomer!""""""",354
Serge,2018-11-07,"""""""Good news: This place is enormous. Bad News: This place is enormous.""""""",355
Serge,2018-11-07,"""""""Knock knock open up the door it's your boy AXE!""""""",356
Serge,2018-11-07,"""""""Legend tells of the Boomer-Hole""""""",357
Serge,2018-11-07,"""""""Screw you drop zombie!""""""",358
Serge,2018-11-07,"""""""It's not off by one... IT'S OFF BY ONE.""""""",359
Serge,2018-11-07,"""""""My focus is legendary.""""""",360
Serge,2018-11-07,"""""""It's not that I miscounted; it's that I *didn't* count.""""""",361
Serge,2018-11-07,"""""""Hashtag blame Serge.""""""",362
